ID,Ranking,JP,EN,JP Furigana,Pronounciation,Sentence JP,Sentence EN,Sentence Romaji,Sentence pronounciation,Explanation,Image
JPN1K-334,334,用,"task, business",用[よう],よう,用[よう] が ある ので 行[い]く。,"I have an errand, so I’m going.",You ga aru node iku.,用があるので行く。,"用がある is a common phrase meaning you have business/an errand to do. Casual, natural in conversation.",<img src='JPN1K-334.jpeg'>
JPN1K-335,335,かかる,to suffer from,かかる,かかる,彼[かれ]も それに かかる の？,Will he catch that too?,Kare mo sore ni kakaru no?,彼もそれにかかるの？,X に かかる means to catch or suffer from an illness. This is a casual question using の？.,<img src='JPN1K-335.jpeg'>
JPN1K-336,336,消える,"to go out, to vanish, to disappear",消[き]える,きえる,もう 音[おと] が 消える。,The sound will disappear soon.,Mou oto ga kieru.,もう音が消える。,消える is intransitive: something goes away by itself (like sound or light). Common in daily talk.,<img src='JPN1K-336.jpeg'>
JPN1K-337,337,何で,"why?, what for?",何[なん]で,なんで,何で 怒[おこ]るの？,Why are you angry?,Nande okoru no?,何で怒るの？,Casual spoken why. 何で often means “why” in conversation; の adds a soft question tone.,<img src='JPN1K-337.jpeg'>
JPN1K-338,338,止める,"to stop (an activity), to cease, to discontinue, to end, to quit",止[と]める,とめる,もう ここで 止[と]める か？,Shall we stop here now?,Mou koko de tomeru ka?,もうここで止めるか？,Casual question/suggestion. か makes it a question in plain speech.,<img src='JPN1K-338.jpeg'>
JPN1K-339,339,妻,wife,妻[つま],つま,妻[つま]は 元気[げんき]です。,My wife is fine.,Tsuma wa genki desu.,妻は元気です。,妻 is a polite word for your own wife in formal or neutral speech.,<img src='JPN1K-339.jpeg'>
JPN1K-340,340,今度,"now, this time, next time, another time",今度[こんど],こんど,今度[こんど]一緒[いっしょ]に 行[い]きましょう ね。,Let's go together next time.,Kondo issho ni ikimashou ne.,今度一緒に行きましょうね。,今度 can mean this time or next time. Here it means next time in a polite invite with 〜ましょう.,<img src='JPN1K-340.jpeg'>
JPN1K-341,341,残る,"to remain, to be left",残[のこ]る,のこる,問題[もんだい] が まだ 残る。,The problem still remains.,Mondai ga mada nokoru.,問題がまだ残る。,Use 残る when something is left or remains. This is the casual plain form.,<img src='JPN1K-341.jpeg'>
JPN1K-342,342,悟,"to perceive, to sense, to discern",悟[さとる],さとる,私[わたし] は 今[いま]悟[さと]りました。,I realized just now.,Watashi wa ima satorimashita.,私は今悟りました。,悟る is a formal verb for a deep realization or sudden understanding. Polite past 悟りました is common to state that something just became clear.,<img src='JPN1K-342.jpeg'>
JPN1K-343,343,送る,"to send (a thing), to dispatch, to despatch, to transmit",送[おく]る,おくる,写真[しゃしん] を 送[おく]る ね。,"I'll send the photo, okay?",Shashin o okuru ne.,写真を送るね。,"Casual plain form. 〜ね softens the tone, like “okay?”",<img src='JPN1K-343.jpeg'>
JPN1K-344,344,笑い声,laughter,笑い 声[わらいごえ],い わらいごえ,部屋[へや]から 笑い 声[わらいごえ]がする。,I hear laughter from the room.,Heya kara waraigoe ga suru.,部屋から笑い声がする。,X がする is used for sounds or smells: you can hear or smell X. Here it means you can hear laughter.,<img src='JPN1K-344.jpeg'>
JPN1K-345,345,何でも,"any, whatever one likes, by all means, anything, everything",何[なん]でも,なんでも,何でも いい です よ。,Anything is fine.,Nandemo ii desu yo.,何でもいいですよ。,Polite. 何でも + いい means you have no preference: any option is okay.,<img src='JPN1K-345.jpeg'>
JPN1K-346,346,欲しい,"wanted, wished for, in need of, desired",欲[ほ]しい,ほしい,これ が 欲[ほ]しい です。,I want this.,Kore ga hoshii desu.,これが欲しいです。,Use X が 欲しいです to politely say you want something.,<img src='JPN1K-346.jpeg'>
JPN1K-347,347,口,mouth,口[くち],くち,これを 口[くち]に 入[い]れて ください。,Please put this in your mouth.,Kore o kuchi ni irete kudasai.,これを口に入れてください。,Te-form + kudasai is a polite request. 口 is the basic word for mouth.,<img src='JPN1K-347.jpeg'>
JPN1K-348,348,こちら,"this way (direction close to the speaker or towards the speaker), this direction",こちら,こちら,はい、こちらにどうぞ。,"Right this way, please.","Hai, kochira ni dozo.",はい、こちらにどうぞ。,"こちら is a polite way to say “this way/this side,” near the speaker. Common when guiding someone.",<img src='JPN1K-348.jpeg'>
JPN1K-349,349,おいしい,"delicious, tasty, sweet",おいしい,おいしい,これ は おいしい です。,This is delicious.,Kore wa oishii desu.,これはおいしいです。,Polite way to compliment food or drink.,<img src='JPN1K-349.jpeg'>
JPN1K-350,350,海,"sea, beach",海[うみ],うみ,海[うみ]はどこですか。,Where is the beach?,Umi wa doko desu ka.,海はどこですか。,Polite question. 海 can mean the sea or the beach depending on context.,<img src='JPN1K-350.jpeg'>
JPN1K-351,351,一体,"""...the heck (e.g. """"what the heck?""""), ...in the world (e.g. """"why in the world?""""), ...on earth (e.g. """"who on earth?"""")""",一体[いったい],いったい,一体[いったい]何[なに] が 起[お]きた？,What the heck happened?,Ittai nani ga okita?,一体何が起きた？,"一体 adds strong emphasis to a question, like “the heck.” Casual tone here.",<img src='JPN1K-351.jpeg'>
JPN1K-352,352,探す,"to search (for something desired, needed), to look for",探[さが]す,さがす,ここで 何[なに]を 探[さが]す？,What are you looking for here?,Koko de nani o sagasu?,ここで何を探す？,Use を for the thing you look for. This is a casual question.,<img src='JPN1K-352.jpeg'>
JPN1K-353,353,全員,"all members (unanimity), all hands, the whole crew, everyone, everybody",全員[ぜんいん],ぜんいん,全員[ぜんいん]はいますか。,Is everyone here?,Zen'in wa imasu ka?,全員はいますか。,Polite way to ask if all members are present.,<img src='JPN1K-353.jpeg'>
JPN1K-354,354,感じ,"feeling, sense, impression",感[かん]じ,かんじ,いい 感じ ですね。,"Looks/feels good, right?",Ii kanji desu ne.,いい感じですね。,いい感じ is a common casual phrase for “nice” or “pretty good.” Used when something seems to be going well.,<img src='JPN1K-354.jpeg'>
JPN1K-355,355,行う,"to perform, to do, to conduct oneself, to carry out",行[おこな]う,おこなう,明日[あした]準備[じゅんび]を 行[おこな]う。,We will do the preparations tomorrow.,Ashita junbi o okonau.,明日準備を行う。,"行う is formal and often used for planned activities or events. In casual speech, people usually say 準備する.",<img src='JPN1K-355.jpeg'>
JPN1K-356,356,面白い,"interesting, amusing",面白[おもしろ]い,おもしろい,この manga は 面白[おもしろ]い です。,This manga is interesting.,Kono manga wa omoshiroi desu.,この mangaは面白いです。,Polite statement with desu. 面白い can mean interesting or funny depending on context.,<img src='JPN1K-356.jpeg'>
JPN1K-357,357,幸せ,"happiness, good fortune, luck, blessing",幸[しあわ]せ,しあわせ,私[わたし] は 幸せ です。,I am happy.,Watashi wa shiawase desu.,私は幸せです。,"Very common polite way to say you feel happy. 幸せ works like a na-adjective (e.g., 幸せな 人).",<img src='JPN1K-357.jpeg'>
JPN1K-358,358,いいえ,no,いいえ,いいえ,いいえ、 もう いい です。,"No, I'm fine now.","Iie, mou ii desu.",いいえ、もういいです。,Polite way to decline an offer or more of something. もういいです means “that’s enough/I’m good now.”,<img src='JPN1K-358.jpeg'>
JPN1K-359,359,任せる,"to entrust (e.g. a task) to another, to leave to",任[まか]せる,まかせる,それは あなたに 任[まか]せる よ。,I’ll leave that to you.,Sore wa anata ni makaseru yo.,それはあなたに任せるよ。,Casual. Pattern “X wa Y ni makaseru” means you leave X up to Y; よ adds friendly emphasis.,<img src='JPN1K-359.jpeg'>
JPN1K-360,360,ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately",ちゃんと,ちゃんと,今日[きょう]はちゃんと 仕事[しごと]します。,I’ll work properly today.,Kyou wa chanto shigoto shimasu.,今日はちゃんと仕事します。,ちゃんと means properly/as expected. Neutral and common in daily speech.,<img src='JPN1K-360.jpeg'>
JPN1K-361,361,国,country,国[くに],くに,あなた の 国[くに]は どこですか？,Which country are you from?,Anata no kuni wa doko desu ka?,あなたの国はどこですか？,Polite question when meeting someone new. Anata can feel direct; often people omit it or use the person’s name.,<img src='JPN1K-361.jpeg'>
JPN1K-362,362,多い,"many, numerous",多[おお]い,おおい,ここは 人[ひと]が 多[おお]いです。,There are many people here.,Koko wa hito ga ooi desu.,ここは人が多いです。,Common pattern: X が 多いです means “there are many X.” It’s an i-adjective.,<img src='JPN1K-362.jpeg'>
JPN1K-363,363,名,"name, given name",名[な],な,あなた の 名[な] は 何[なに]？,What is your name?,Anata no na wa nani?,あなたの名は何？,"名 is a short, formal or literary way to say “name.” In daily conversation, 名前 is more common.",<img src='JPN1K-363.jpeg'>
JPN1K-364,364,わかる,"to understand, to comprehend, to grasp, to see, to get, to follow",わかる,わかる,あなたはこれわかる？,Do you understand this?,Anata wa kore wakaru?,あなたはこれわかる？,Casual question. Use わかりますか for a more polite tone.,<img src='JPN1K-364.jpeg'>
JPN1K-365,365,開く,"to open, to undo, to unseal, to unpack",開[ひら]く,ひらく,ちょっと 本[ほん] を 開[ひら]く？,Can you open the book for a moment?,Chotto hon o hiraku?,ちょっと本を開く？,Casual request. 開く (hiraku) is transitive here and commonly used for books; the plain-form question sounds soft.,<img src='JPN1K-365.jpeg'>
JPN1K-366,366,学校,school,学校[がっこう],がっこう,明日[あした]学校[がっこう]に 行[い]く？,Going to school tomorrow?,Ashita gakkou ni iku?,明日学校に行く？,Casual question. X に 行く means ‘go to X’.,<img src='JPN1K-366.jpeg'>
JPN1K-367,367,開ける,"to become opened up, to improve, to get better",開[あ]ける,あける,彼女[かのじょ] の 仕事[しごと] が 開[あ]ける よ。,Her work is improving.,Kanojo no shigoto ga akeru yo.,彼女の仕事が開けるよ。,"Here, 開ける means things are opening up or getting better (improving prospects). Casual tone with よ.",<img src='JPN1K-367.jpeg'>
JPN1K-368,368,さっき,"some time ago, just now",さっき,さっき,さっき 彼[かれ] から 電話[でんわ] が あった。,He called just now.,Sakki kare kara denwa ga atta.,さっき彼から電話があった。,"Casual. さっき means a short time ago, usually minutes earlier.",<img src='JPN1K-368.jpeg'>
JPN1K-369,369,間,"space, room, time, pause",間[ま],ま,少[すこ]し 間[ま] を ください。,Please give me a moment.,Sukoshi ma o kudasai.,少し間をください。,Polite request. 間 here means a short moment or pause.,<img src='JPN1K-369.jpeg'>
JPN1K-370,370,伝える,"to convey, to report, to transmit, to communicate, to tell, to impart, to propagate, to teach, to bequeath",伝[つた]える,つたえる,明日[あした]彼[かれ] に 伝える よ。,I'll tell him tomorrow.,Ashita kare ni tsutaeru yo.,明日彼に伝えるよ。,Casual. Use 伝える when you pass information to someone. に marks the person you tell.,<img src='JPN1K-370.jpeg'>
JPN1K-371,371,ながら,"while, during, as",ながら,ながら,コーヒーを 飲[の]みながら 本[ほん]を 読[よ]みます。,I read a book while drinking coffee.,Koohii o nominagara hon o yomimasu.,コーヒーを飲みながら本を読みます。,Use the verb stem + ながら to say you do two things at the same time. The second verb is the main action.,<img src='JPN1K-371.jpeg'>
JPN1K-372,372,新しい,"new, novel, fresh, recent, latest, up-to-date, modern",新[あたら]しい,あたらしい,これは新しいですか。,Is this new?,Kore wa atarashii desu ka.,これは新しいですか。,Polite question using desu ka. 新しい is used for new objects or ideas.,<img src='JPN1K-372.jpeg'>
JPN1K-373,373,野郎,"guy, fellow, chap, buddy",野郎[やろう],やろう,あの 野郎、 まだ 来[こ]ない？,That jerk still isn’t coming?,"Ano yarou, mada konai?",あの野郎、まだ来ない？,野郎 is very rude and often used by men when angry. Avoid it in polite situations.,<img src='JPN1K-373.jpeg'>
JPN1K-374,374,高い,"expensive, high, tall",高[たか]い,たかい,これ は 高[たか]い です。,This is expensive.,Kore wa takai desu.,これは高いです。,"Takai can mean expensive, high, or tall. Here it politely means expensive with desu.",<img src='JPN1K-374.jpeg'>
